date,score_positive_mean,score_positive_median,score_positive_std,score_positive_iqr,score_negative_mean,score_negative_median,score_negative_std,score_negative_iqr,score_neutral_mean,score_neutral_median,score_neutral_std,score_neutral_iqr,retweetCount_mean,replyCount_mean,likeCount_mean,quoteCount_mean,robertuito_7_mean,robertuito_214_mean,robertuito_231_mean,robertuito_244_mean,robertuito_298_mean,robertuito_311_mean,robertuito_328_mean,robertuito_373_mean,robertuito_551_mean,robertuito_625_mean,robertuito_650_mean,aprobacion_boric,desaprobacion_boric
2022-03-01,0.14147971030324694,0.1027045398950576,0.1664039641043361,0.1549143311567605,0.45476160002872346,0.44888380169868464,0.32718577392943005,0.6189164165407419,0.4037586893886328,0.3771457225084305,0.23874504229498925,0.3073512874543667,381.15,125.45,1479.25,85.45,0.0835101509,0.27696530085,1.0337411395,0.20364668325,-0.05548473720000002,-0.20746918,-0.20263265970000002,-0.151330203,0.62044119095,0.245237763,0.5021045143,,
2022-03-02,0.11841134460909022,0.0938053578138351,0.1123894547635655,0.1417635399848222,0.42286494232359384,0.3251993954181671,0.3081179616829053,0.5218025594949723,0.4587237143090793,0.5025774836540222,0.23715186400458843,0.38956049084663397,16.333333333333332,23.476190476190474,95.52380952380952,3.3333333333333335,0.16324069176190475,0.3193612537619048,1.2799405714285714,0.1946570312857143,-0.13493818634761906,-0.32039036833333334,-0.2827449401904762,-0.15434737276190477,0.7260611569047619,0.23753722320952383,0.6536470842857143,,
2022-03-03,0.13389091980643567,0.07822997123003005,0.14551211784824372,0.1363883926533163,0.46035301219671965,0.32158634066581726,0.34519538072307215,0.654339462518692,0.40575607363134625,0.4892474412918091,0.2557403299979864,0.4289001319557429,42.4,19.3,333.6,8.65,-0.007374144139999997,0.42464453835000004,1.0488167499999999,0.1266563805,-0.16398170715,-0.3281779497,-0.2618973256,0.00010956089999999696,0.62504997335,0.2039825794,0.5143877293,,
2022-03-04,0.12904029363943703,0.0611336790025234,0.13869125016830294,0.1418394204229116,0.5101896093360015,0.5569028258323669,0.3373247778683322,0.6656459718942642,0.36077010063897996,0.3980499804019928,0.24272663686377766,0.4336075931787491,78.76190476190476,60.42857142857143,231.33333333333334,8.952380952380953,0.30078086219047623,0.28169632261904765,1.1012239423809524,0.1634162306952381,-0.04510474804285715,-0.32674614333333335,-0.3299836745904762,-0.2584193928571428,0.5487257657142857,0.18437538542857143,0.6687359045714286,,
2022-03-05,0.17000575389247383,0.10696034878492355,0.20037291367135315,0.17073263507336384,0.4365805416367948,0.3690012395381927,0.30853267207239293,0.5931135937571526,0.39341368898749346,0.3868636339902878,0.23867795893361257,0.3738486729562283,125.5,23.4,701.65,8.25,0.08304707705,0.377321229,0.9316761404999999,0.0425185763,-0.13943684,-0.27978657144999997,-0.41434196835000003,-0.251537866855,0.6232579725,0.3981219894,0.5467904690000001,,
2022-03-06,0.14248388065468692,0.0895649567246437,0.18272332440031497,0.1443511284887791,0.4741234721704608,0.4789088070392608,0.3450568833039534,0.6666320487856866,0.38339263378154664,0.2396314889192581,0.2638837639323326,0.4843993186950684,157.76190476190476,30.571428571428573,562.7142857142857,8.80952380952381,0.26906333514285713,0.3136045117142857,1.0126981504761905,0.2891351952857143,-0.16480417685714285,-0.3763538095952381,-0.3850904552380952,-0.20922559485714284,0.7244313157142857,0.22291922838095238,0.6536962804761904,,
2022-03-07,0.20489789984588108,0.1498734354972839,0.22736348963696432,0.1361060366034508,0.3352278879001027,0.2139642983675003,0.2929807816311892,0.5178428664803505,0.45987421912806375,0.4560772180557251,0.2299123964380474,0.38542708754539495,66.28571428571429,40.857142857142854,233.95238095238096,5.142857142857143,0.1420796277142857,0.27592410633333336,1.041442437142857,0.18126289533333334,-0.10152834814285715,-0.38092628528571426,-0.2977979809047619,-0.1897336307142857,0.7535885366666667,0.33798836285714284,0.7215117177619048,,
2022-03-08,0.2245311919403703,0.164998397231102,0.19554245629846967,0.23451581597328192,0.3085548101287139,0.1691067963838577,0.29500499466050767,0.17618920654058456,0.4669139859707732,0.5606274008750916,0.22946562758427963,0.35699071735143667,130.10526315789474,107.10526315789474,919.3684210526316,20.210526315789473,0.019346654621052634,0.45072488426315793,0.8691683121052632,0.16819891089473685,-0.15363073594736842,-0.39067193589473687,-0.3242223421052632,-0.11401383901578947,0.6461119661052631,0.3340159161263158,0.6507791063157895,,
2022-03-09,0.16322028896372232,0.1570699512958526,0.12037768690469923,0.1339903697371482,0.2890715247818402,0.1276953518390655,0.32172721439258983,0.288988396525383,0.547708177406873,0.5771717429161072,0.2554205555215145,0.26757082343101507,125.28571428571429,54.476190476190474,383.7142857142857,15.333333333333334,0.30367995980952384,0.20459072023809521,1.1756395571428573,0.18993003047619048,-0.12601396766666667,-0.4006293006190476,-0.3145488202380952,-0.3067144777619048,0.8928734732380952,0.257956825047619,0.6077655576904762,,
2022-03-10,0.3039486350491643,0.22863034904003138,0.24079775950975482,0.3081678785383701,0.1723899135366082,0.10935738310217855,0.16447415581374436,0.19979393947869536,0.5236614640802145,0.5787333250045776,0.18369969180012288,0.27359505742788315,197.95,79.7,841.35,32.8,0.19580626625,0.13278435885,1.2355232455,0.14412275853,-0.10568330775000001,-0.52519293275,-0.3323252425,-0.40449559475,1.0720447035,0.36293083085,0.802972716,,
